"t
[s]","Io
[W/m2]","vo
[m/s]","To
[°C]","Tsky
[°C]","To_n
[°C]","CO2o_ppm
[ppm]","dayNR
[-]",RH           [%]
1522800,147.22,4.0,3.2,-17.8,2.026,320,18,81.8
1526400,19.44,4.0,2.2,-17.8,1.518,320,18,88.9
1530000,0.00,4.0,1.7,-18.3,0.971,320,18,87.8
1533600,0.00,5.0,1.5,-18.5,0.778,320,18,87.9
1537200,0.00,4.5,1.7,-18.3,0.910,320,18,86.8
1540800,0.00,5.0,2.5,-17.5,1.618,320,18,85.8
1544400,0.00,5.5,3.8,-16.2,3.002,320,18,87.9
1548000,0.00,5.0,3,-17.0,2.423,320,18,90.9
1551600,0.00,6.0,3.5,-16.5,2.977,320,18,91.9
1555200,0.00,5.5,4.1,-15.9,3.428,320,18,89.9
1558800,0.00,6.0,4.1,-15.9,3.496,320,19,90.9
1562400,0.00,6.0,4.8,0.8,4.038,320,19,88.9
1566000,0.00,7.0,5,1.0,4.513,320,19,92.9
1569600,0.00,8.0,5.3,1.3,4.807,320,19,92.9
1573200,0.00,7.5,5.5,1.5,5.288,320,19,97.0
1576800,0.00,7.0,6,2.0,5.494,320,19,92.9
1580400,0.00,7.5,6.4,2.4,5.737,320,19,90.9
1584000,0.00,8.0,6.7,2.7,5.802,320,19,87.9
1587600,8.33,7.0,6.9,2.9,5.995,320,19,87.9
1591200,33.33,8.0,7.3,3.3,6.382,320,19,87.9
1594800,55.56,8.5,8.2,4.2,7.089,320,19,85.8
1598400,91.67,9.5,8.4,0.4,7.035,320,19,82.8
1602000,205.56,9.5,8.6,-9.4,6.976,320,19,79.7
1605600,116.67,8.0,8.6,-9.4,6.976,320,19,79.7
1609200,66.67,6.5,8.2,-9.8,6.682,320,19,80.8
1612800,19.44,6.0,7.4,-12.6,6.322,320,19,85.8
1616400,0.00,5.0,6.9,-13.1,5.919,320,19,86.8
1620000,0.00,5.5,6.7,-13.3,5.726,320,19,86.8
1623600,0.00,4.5,6,-14.0,5.127,320,19,87.9
1627200,0.00,5.0,6.5,-13.5,5.685,320,19,88.9
1630800,0.00,5.0,6.5,2.5,5.909,320,19,91.9
1634400,0.00,8.5,7,3.0,6.015,320,19,86.8
1638000,0.00,8.0,7.2,3.2,5.974,320,19,83.8
1641600,0.00,0.0,7.1,3.1,5.879,320,19,83.8
1645200,0.00,7.5,6.6,2.6,5.630,320,20,86.8
1648800,0.00,6.5,6.1,2.1,5.000,320,20,84.8
1652400,0.00,6.5,5,-2.2,4.161,320,20,87.9
1656000,0.00,6.0,4.6,-2.6,3.565,320,20,84.8
1659600,0.00,5.5,3.9,-6.5,3.301,320,20,90.9
1663200,0.00,6.0,3.7,-6.7,3.106,320,20,90.9
1666800,0.00,4.5,4,-6.4,3.533,320,20,92.9
1670400,0.00,4.0,3.4,-10.2,3.010,320,20,93.9
1674000,44.44,5.0,3.6,-10.0,3.074,320,20,91.9
1677600,116.67,5.0,4.5,-5.3,3.816,320,20,89.9
1681200,127.78,5.0,4.1,0.1,3.496,320,20,90.9
1684800,116.67,5.0,4.9,0.9,4.135,320,20,88.9
1688400,66.67,5.0,5.1,1.1,4.115,320,20,85.8
1692000,55.56,4.5,5.8,1.8,4.639,320,20,83.8
1695600,55.56,5.0,5.2,1.2,4.425,320,20,88.9
1699200,0.00,5.0,5,1.0,4.302,320,20,89.9
1702800,0.00,5.5,5.1,1.1,4.329,320,20,88.9
1706400,0.00,5.0,5.2,1.2,4.425,320,20,88.9
1710000,0.00,4.0,4.9,0.9,4.275,320,20,90.9
1713600,0.00,4.0,4.3,-2.9,3.691,320,20,90.9
1717200,0.00,4.0,4.4,-2.8,3.788,320,20,90.9
1720800,0.00,4.0,4.1,-3.1,3.631,320,20,92.9
1724400,0.00,3.5,3.4,-7.0,2.879,320,20,91.9
1728000,0.00,3.5,2.5,-11.1,2.125,320,20,93.9
1731600,0.00,3.5,2.4,-11.2,2.026,320,21,93.9
1735200,0.00,4.0,2.5,-11.1,1.999,320,21,91.9
1738800,0.00,5.0,2.9,-10.7,2.132,320,21,87.9
1742400,0.00,4.5,3,-10.6,2.098,320,21,85.8
1746000,0.00,5.5,3,-10.6,2.098,320,21,85.8
1749600,0.00,6.0,3.5,-10.1,2.378,320,21,82.8
1753200,0.00,6.5,4.1,-9.5,2.811,320,21,80.8
1756800,8.33,7.0,4.2,-9.4,2.905,320,21,80.8
1760400,19.44,7.5,4.1,-9.5,2.811,320,21,80.8
1764000,66.67,7.0,4.6,0.6,3.283,320,21,80.8
1767600,66.67,7.5,5,1.0,3.445,320,21,77.7
1771200,55.56,6.5,4.9,0.9,3.638,320,21,81.8
1774800,44.44,6.0,4.8,0.8,3.827,320,21,85.8
1778400,55.56,5.0,5.3,1.3,3.872,320,21,79.7
1782000,55.56,5.0,5.5,1.5,3.913,320,21,77.7
1785600,44.44,5.0,5.1,1.1,3.539,320,21,77.7
1789200,33.33,4.5,4.8,0.8,3.401,320,21,79.7
1792800,0.00,4.0,3.7,-3.5,2.703,320,21,84.8
1796400,0.00,3.5,2.6,-7.8,2.033,320,21,90.9
1800000,0.00,4.0,2.4,-8.0,1.585,320,21,86.8
1803600,0.00,3.5,3.1,-7.3,2.194,320,21,85.8
1807200,0.00,4.0,3.4,-7.0,2.482,320,21,85.8
1810800,0.00,3.5,3.5,-6.9,2.578,320,21,85.8
1814400,0.00,3.5,3,-7.4,2.293,320,21,88.9
1818000,0.00,4.5,2.9,-7.5,2.002,320,22,85.8
1821600,0.00,4.5,2.5,-7.9,1.681,320,22,86.8
1825200,0.00,4.5,2.8,-7.6,2.035,320,22,87.8
1828800,0.00,4.0,2.6,-7.8,2.033,320,22,90.9
1832400,0.00,5.0,3.2,-7.2,2.422,320,22,87.9
1836000,0.00,5.0,3,-7.4,2.228,320,22,87.8
1839600,0.00,5.5,3.6,-6.8,2.808,320,22,87.8
1843200,0.00,5.0,3.5,-6.9,2.712,320,22,87.9
1846800,55.56,5.0,4.5,-5.9,3.399,320,22,83.8
1850400,80.56,5.5,4.8,-2.5,3.686,320,22,83.8
1854000,80.56,5.5,5.5,1.5,4.426,320,22,84.8
1857600,33.33,5.0,5.2,1.2,4.639,320,22,91.9
1861200,19.44,5.0,5.6,1.6,4.740,320,22,87.9
1864800,8.33,4.5,5.7,1.7,4.982,320,22,89.9
1868400,8.33,2.0,5.7,1.7,5.200,320,22,92.9
1872000,44.44,1.5,5.5,1.5,5.075,320,22,93.9
1875600,0.00,3.0,5.4,1.4,4.977,320,22,93.9
1879200,0.00,5.5,5.3,1.3,4.807,320,22,92.9
1882800,0.00,4.5,5.2,1.2,4.709,320,22,92.9
1886400,0.00,4.0,5.5,1.5,5.003,320,22,92.9
1890000,0.00,3.0,5.5,1.5,5.075,320,22,93.9
1893600,0.00,4.0,5.6,1.6,5.173,320,22,93.9
1897200,0.00,5.0,5.9,1.9,5.103,320,22,88.9
1900800,0.00,4.5,5.5,1.5,5.003,320,22,92.9
1904400,0.00,4.0,5.4,1.4,4.834,320,23,91.9
1908000,0.00,4.0,5,1.0,4.443,320,23,91.9
1911600,0.00,4.5,5.5,1.5,5.003,320,23,92.9
1915200,0.00,5.0,5.4,1.4,4.763,320,23,90.9
1918800,0.00,5.0,4.4,-2.8,3.788,320,23,90.9
1922400,0.00,4.5,4,-3.2,3.330,320,23,89.9
1926000,0.00,5.0,4.3,-2.9,3.416,320,23,86.8
1929600,8.33,6.5,4.6,-2.6,3.635,320,23,85.8
1933200,19.44,7.0,4.8,-2.4,3.686,320,23,83.8
1936800,19.44,7.5,5.4,1.4,4.039,320,23,80.8
1940400,33.33,8.0,5.4,1.4,4.403,320,23,85.8
1944000,19.44,8.5,5.4,1.4,4.403,320,23,85.8
1947600,19.44,8.5,5.3,1.3,4.522,320,23,88.9
1951200,19.44,8.5,5.4,1.4,4.834,320,23,91.9
1954800,8.33,7.0,5.8,1.8,5.370,320,23,93.9
1958400,0.00,6.5,7.3,3.3,6.768,320,23,92.9
1962000,0.00,7.0,9,5.0,8.596,320,23,95.0
1965600,0.00,8.5,10.1,6.1,9.596,320,23,94.0
1969200,0.00,9.0,10.7,6.7,10.012,320,23,91.9
1972800,0.00,9.5,10.9,6.9,10.119,320,23,90.9
1976400,0.00,9.5,11.1,7.1,9.958,320,23,86.9
1980000,0.00,9.5,11.5,7.5,9.977,320,23,82.8
1983600,0.00,0.0,11.7,7.7,9.606,320,23,76.7
1987200,0.00,1.5,11,7.0,9.139,320,23,78.7
1990800,0.00,2.5,9,1.8,7.012,320,24,75.7
1994400,0.00,0.5,8.2,-2.2,6.436,320,24,77.7
1998000,0.00,9.5,7.6,-6.0,5.875,320,24,77.7
2001600,0.00,0.5,7.4,-6.2,5.124,320,24,70.6
2005200,0.00,0.0,5.4,-11.4,3.449,320,24,72.6
2008800,0.00,8.0,5.5,-11.3,3.839,320,24,76.7
2012400,0.00,9.0,5.2,-11.6,3.632,320,24,77.7
2016000,0.00,9.0,5.5,-11.3,3.913,320,24,77.7
2019600,44.44,8.5,5.4,-11.4,3.966,320,24,79.7
2023200,44.44,9.5,6.1,2.1,4.549,320,24,78.7
2026800,55.56,8.5,5.9,1.9,5.030,320,24,87.9
2030400,91.67,9.0,6.6,2.6,5.249,320,24,81.8
2034000,183.33,9.5,7.7,-7.6,5.807,320,24,75.7
2037600,194.44,9.5,7.9,-7.4,5.910,320,24,74.7
2041200,147.22,8.0,7.7,-7.6,5.644,320,24,73.7
2044800,44.44,7.5,6.5,-12.0,4.770,320,24,76.7
2048400,0.00,7.0,5.7,-14.3,4.470,320,24,82.8
2052000,0.00,6.5,5.6,-14.4,4.154,320,24,79.7
2055600,0.00,6.5,5.2,-14.8,4.139,320,24,84.8
2059200,0.00,6.5,5.3,-14.7,4.163,320,24,83.8
2062800,0.00,7.5,6.1,-13.9,4.700,320,24,80.8
2066400,0.00,7.0,6.4,-13.6,5.136,320,24,82.8
2070000,0.00,7.5,7,-13.0,5.938,320,24,85.8
2073600,0.00,7.0,7.4,-12.6,6.086,320,24,82.8
2077200,0.00,6.5,7.2,3.2,6.516,320,25,90.9
2080800,0.00,7.0,7.3,3.3,6.614,320,25,90.9
2084400,0.00,6.5,7.9,3.9,6.641,320,25,83.8
2088000,0.00,7.5,7.9,3.9,6.721,320,25,84.8
2091600,0.00,7.5,7.1,3.1,6.342,320,25,89.9
2095200,0.00,7.5,7.2,3.2,5.974,320,25,83.8
2098800,0.00,7.5,7.2,3.2,5.974,320,25,83.8
2102400,0.00,8.0,7,3.0,5.783,320,25,83.8
2106000,19.44,7.0,6.8,2.8,5.746,320,25,85.8
2109600,33.33,7.0,7,3.0,5.783,320,25,83.8
2113200,33.33,6.5,7.5,3.5,5.782,320,25,77.7
2116800,66.67,6.5,7.4,3.4,5.927,320,25,80.8
2120400,55.56,6.5,6.6,2.6,5.781,320,25,88.9
2124000,33.33,6.0,6.6,2.6,5.781,320,25,88.9
2127600,19.44,5.0,5.9,1.9,5.103,320,25,88.9
2131200,19.44,5.0,6.2,2.2,5.394,320,25,88.9
2134800,8.33,4.0,6.2,2.2,5.542,320,25,90.9
2138400,0.00,5.0,6,2.0,5.127,320,25,87.9
2142000,0.00,4.0,6.1,2.1,5.075,320,25,85.8
2145600,0.00,4.5,5.3,-1.9,4.307,320,25,85.8
2149200,0.00,4.5,5.1,-2.1,4.258,320,25,87.9
2152800,0.00,5.0,5.4,-1.8,4.403,320,25,85.8
2156400,0.00,6.5,6.1,-1.1,5.075,320,25,85.8
2160000,0.00,7.5,6.8,-0.4,5.284,320,25,79.8
2163600,0.00,7.0,6.8,-0.4,5.284,320,26,79.8
2167200,0.00,8.5,6.1,2.1,4.700,320,26,80.8
2170800,0.00,0.5,5.8,1.8,4.713,320,26,84.8
2174400,0.00,0.0,6.1,2.1,5.223,320,26,87.9
2178000,0.00,1.5,6.7,2.7,5.878,320,26,88.9
2181600,0.00,0.5,7.1,3.1,6.111,320,26,86.8
2185200,0.00,9.0,6.4,-0.8,5.136,320,26,82.8
2188800,0.00,8.0,6.4,-0.8,5.136,320,26,82.8
2192400,33.33,7.0,6.1,2.1,5.000,320,26,84.8
2196000,147.22,6.0,7.7,-3.4,6.049,320,26,78.7
2199600,91.67,6.0,7.2,3.2,5.974,320,26,83.8
2203200,44.44,5.0,6.3,2.3,5.714,320,26,91.9
2206800,19.44,3.5,6.5,2.5,6.206,320,26,96.0
2210400,55.56,4.5,7.9,3.9,7.040,320,26,88.9
2214000,80.56,4.5,7.8,3.8,6.705,320,26,85.8
2217600,19.44,3.5,7.3,3.3,6.537,320,26,89.9
2221200,0.00,2.5,7,3.0,6.169,320,26,88.9
2224800,0.00,3.5,7.4,3.4,6.634,320,26,89.9
2228400,0.00,4.5,7.6,3.6,6.984,320,26,91.9
2232000,0.00,5.0,7.7,3.7,7.393,320,26,96.0
2235600,0.00,7.0,9.1,5.1,7.700,320,26,82.8
2239200,0.00,7.0,8.6,4.6,7.472,320,26,85.8
2242800,0.00,5.5,7.9,3.9,7.277,320,26,91.9
2246400,0.00,5.5,8.1,4.1,7.313,320,26,89.9
2250000,0.00,6.0,7.6,0.4,6.513,320,27,85.8
2253600,0.00,5.5,7.9,0.7,6.721,320,27,84.8
2257200,0.00,6.0,7.5,3.5,6.809,320,27,90.9
2260800,0.00,5.5,7.3,3.3,6.691,320,27,91.9
2264400,0.00,4.5,7.1,3.1,6.572,320,27,92.9
2268000,0.00,2.5,6.8,2.8,6.428,320,27,95.0
2271600,0.00,2.5,7.1,3.1,6.419,320,27,90.9
2275200,0.00,3.0,7.1,3.1,6.495,320,27,91.9
2278800,8.33,3.5,7.4,3.4,6.634,320,27,89.9
2282400,19.44,4.5,7.2,3.2,6.593,320,27,91.9
2286000,19.44,4.0,7.3,3.3,6.768,320,27,92.9
2289600,105.56,4.0,7.7,3.7,7.082,320,27,91.9
2293200,33.33,4.0,7.4,3.4,6.788,320,27,91.9
2296800,33.33,4.5,7.4,3.4,7.019,320,27,95.0
2300400,19.44,5.0,7.1,3.1,6.419,320,27,90.9
2304000,8.33,5.0,6.3,-0.9,5.935,320,27,95.0
2307600,0.00,3.5,6.1,-1.1,6.028,320,27,99.0
2311200,0.00,3.5,6.2,-1.0,5.616,320,27,91.9
2314800,0.00,3.5,6.4,-0.8,5.886,320,27,92.9
2318400,0.00,5.5,6,2.0,5.712,320,27,96.0
2322000,0.00,6.0,6,2.0,5.784,320,27,97.0
2325600,0.00,6.0,6,2.0,5.494,320,27,92.9
2329200,0.00,5.5,5.7,1.7,5.200,320,27,92.9
2332800,0.00,5.5,5.7,1.7,4.982,320,27,89.9
2336400,0.00,5.5,5.4,1.4,4.763,320,28,90.9
2340000,0.00,4.5,5.7,1.7,5.200,320,28,92.9
2343600,0.00,3.0,5.3,1.3,4.736,320,28,91.9
2347200,0.00,2.0,5.1,1.1,4.611,320,28,92.9
2350800,0.00,1.5,5.1,1.1,4.611,320,28,92.9
2354400,0.00,2.5,5.4,1.4,4.977,320,28,93.9
2358000,0.00,3.0,5.3,1.3,4.807,320,28,92.9
2361600,8.33,5.0,6.1,2.1,5.371,320,28,89.9
2365200,33.33,6.0,6,2.0,5.274,320,28,89.9
2368800,55.56,5.5,6.2,2.2,5.394,320,28,88.9
2372400,138.89,5.5,6.4,-3.3,5.438,320,28,86.8
2376000,138.89,6.5,6.8,-3.3,5.593,320,28,83.8
2379600,138.89,6.0,7.2,3.2,5.739,320,28,80.8
2383200,44.44,6.0,7,3.0,5.628,320,28,81.8
2386800,44.44,5.5,7.2,3.2,5.502,320,28,77.7
2390400,44.44,5.0,6.5,2.5,5.383,320,28,84.8
2394000,0.00,5.5,5.9,1.9,5.103,320,28,88.9
2397600,0.00,4.5,5.7,1.7,4.982,320,28,89.9
2401200,0.00,5.0,5.4,1.4,4.547,320,28,87.9
2404800,0.00,5.0,5.8,1.8,4.860,320,28,86.8
2408400,0.00,5.0,5.7,1.7,4.982,320,28,89.9
2412000,0.00,4.5,5.2,1.2,4.425,320,28,88.9
2415600,0.00,5.0,5,1.0,4.161,320,28,87.9
2419200,0.00,4.5,4.6,0.6,3.914,320,28,89.9
2422800,0.00,4.5,3.8,-3.4,3.203,320,29,90.9
2426400,0.00,4.5,3.4,-3.8,2.879,320,29,91.9
2430000,0.00,4.5,3.9,-3.3,3.301,320,29,90.9
2433600,0.00,5.0,4.3,0.3,3.691,320,29,90.9
2437200,0.00,5.5,4,0.0,3.398,320,29,90.9
2440800,0.00,5.0,3.9,-0.1,3.301,320,29,90.9
2444400,0.00,6.0,3.8,-0.2,3.337,320,29,92.9
2448000,8.33,6.0,3.8,-0.2,3.337,320,29,92.9
2451600,19.44,5.5,3.9,-0.1,3.435,320,29,92.9
2455200,55.56,5.0,4.3,0.3,3.622,320,29,89.9
2458800,91.67,6.0,4.8,0.8,3.897,320,29,86.8
2462400,80.56,6.0,5.3,1.3,4.307,320,29,85.8
2466000,91.67,5.5,6,2.0,4.830,320,29,83.8
2469600,127.78,6.5,7.3,3.3,5.595,320,29,77.7
2473200,33.33,6.0,6.9,2.9,5.300,320,29,78.7
2476800,44.44,5.0,6.1,-1.1,4.474,320,29,77.7
2480400,0.00,3.5,5.3,-5.1,4.163,320,29,83.8
2484000,0.00,3.0,5.1,-5.3,4.043,320,29,84.8
2487600,0.00,2.0,3.3,-10.3,2.716,320,29,90.9
2491200,0.00,1.5,2.1,-14.7,1.916,320,29,97.0
2494800,0.00,1.0,1.5,-18.5,1.201,320,29,94.9
2498400,0.00,1.0,0,-20.0,0.001,320,29,100.0
2502000,0.00,1.0,0.6,-19.4,0.428,320,29,97.0
2505600,0.00,1.5,0.9,-19.1,0.726,320,29,97.0
2509200,0.00,1.0,0.6,-19.4,0.486,320,30,98.0
2512800,0.00,1.5,1.4,-18.6,1.282,320,30,98.0
2516400,0.00,1.5,1.7,-18.3,1.520,320,30,97.0
2520000,0.00,1.5,1.9,-18.1,1.718,320,30,97.0
2523600,0.00,2.0,1.7,-18.3,1.398,320,30,94.9
2527200,0.00,2.5,1.9,-18.1,1.473,320,30,92.9
2530800,0.00,4.5,2.4,-17.6,1.775,320,30,89.9
2534400,0.00,5.0,2.9,-1.1,2.002,320,30,85.8
2538000,8.33,4.5,3.2,-0.8,2.290,320,30,85.8
2541600,19.44,5.5,3.1,-0.9,2.521,320,30,90.9
2545200,44.44,6.0,3.5,-0.5,2.911,320,30,90.9
2548800,55.56,6.5,4,0.0,3.127,320,30,86.8
2552400,116.67,6.0,4.5,0.5,3.609,320,30,86.8
2556000,55.56,4.5,4.6,0.6,3.914,320,30,89.9
2559600,44.44,4.0,5.3,1.3,4.018,320,30,81.8
2563200,8.33,4.0,5.4,1.4,4.258,320,30,83.8
2566800,0.00,4.0,5.4,1.4,4.330,320,30,84.8
2570400,0.00,3.5,5.6,1.6,4.522,320,30,84.8
2574000,0.00,3.0,5.5,1.5,4.426,320,30,84.8
2577600,0.00,2.5,5.2,1.2,4.354,320,30,87.9
2581200,0.00,3.5,5,1.0,4.019,320,30,85.8
2584800,0.00,4.0,4.8,0.8,4.038,320,30,88.9
2588400,0.00,4.0,4.9,0.9,3.994,320,30,86.8
2592000,0.00,4.0,4.6,0.6,3.705,320,30,86.8
2595600,0.00,3.5,4.8,0.8,3.897,320,31,86.8
2599200,0.00,3.5,4.9,0.9,3.923,320,31,85.8
2602800,0.00,3.5,5.2,1.2,4.211,320,31,85.8
2606400,0.00,3.5,5.3,1.3,4.736,320,31,91.9
2610000,0.00,3.5,6.1,2.1,5.518,320,31,91.9
2613600,0.00,4.0,6.6,2.6,5.932,320,31,90.9
2617200,0.00,5.0,6.7,2.7,6.180,320,31,92.9
2620800,0.00,4.0,6.7,2.7,6.180,320,31,92.9
2624400,8.33,3.5,6.7,2.7,6.329,320,31,95.0
2628000,33.33,2.0,6.7,2.7,6.329,320,31,95.0
2631600,33.33,2.0,6.9,2.9,6.526,320,31,95.0
2635200,105.56,2.0,7.6,3.6,7.139,320,31,93.9
2638800,127.78,2.5,8,4.0,7.216,320,31,89.9
2642400,80.56,4.0,7.3,0.1,6.537,320,31,89.9
2646000,19.44,3.0,7.1,-0.1,6.342,320,31,89.9
2649600,19.44,1.5,7,-0.2,6.092,320,31,87.9
2653200,0.00,1.5,6.2,-4.2,5.690,320,31,92.9
2656800,0.00,1.5,6.1,-4.3,5.518,320,31,91.9
2660400,0.00,2.0,6,-4.4,5.421,320,31,91.9
2664000,0.00,2.0,6.1,-4.3,5.811,320,31,96.0
2667600,0.00,3.5,6,-4.4,5.494,320,31,92.9
2671200,0.00,4.0,5.7,-4.7,5.127,320,31,91.9
2674800,0.00,4.5,5.7,-4.7,4.982,320,31,89.9
2678400,0.00,6.0,5.4,-5.0,4.619,320,31,88.9
2682000,0.00,1.5,-0.8,-14.4,-0.850,320,32,99.1
2685600,0.00,1.5,-1.8,-18.6,-1.896,320,32,98.1
2689200,0.00,1.0,-2.1,-18.9,-2.195,320,32,98.1
2692800,0.00,1.5,-1.7,-18.5,-1.748,320,32,99.0
2696400,0.00,1.5,-1.2,-18.0,-1.249,320,32,99.1
2700000,0.00,1.5,-1.3,-18.1,-1.349,320,32,99.0
2703600,0.00,1.0,-1.1,-5.1,-1.150,320,32,99.0
2707200,5.56,1.0,-1,-5.0,-1.050,320,32,99.0
2710800,55.56,1.5,-0.3,-4.3,-0.404,320,32,98.1
2714400,119.44,2.0,1.1,-2.9,0.806,320,32,94.9
2718000,219.44,2.0,3.8,-9.7,3.203,320,32,90.9
2721600,116.67,1.5,4.2,0.2,3.593,320,32,90.9
2725200,155.56,2.0,5.3,1.3,4.163,320,32,83.8
2728800,108.33,2.0,4.8,0.8,3.968,320,32,87.9
2732400,91.67,2.0,4.6,0.6,3.775,320,32,87.9
2736000,30.56,1.5,3.7,-3.5,3.305,320,32,93.9
2739600,2.78,1.5,3.3,-3.9,2.977,320,32,95.0
2743200,0.00,1.5,3,-1.0,2.809,320,32,97.0
2746800,0.00,1.5,2.6,-1.4,2.412,320,32,97.0
2750400,0.00,1.5,2.6,-1.4,2.475,320,32,98.0
2754000,0.00,1.0,2.6,-1.4,2.475,320,32,98.0
2757600,0.00,1.5,2.3,-1.7,2.301,320,32,100.0
2761200,0.00,1.0,2.6,-1.4,2.600,320,32,100.0
2764800,0.00,1.5,1.8,-5.4,1.801,320,32,100.0
2768400,0.00,1.5,0.4,-10.0,0.401,320,33,100.0
2772000,0.00,1.0,-0.7,-14.3,-0.699,320,33,100.0
2775600,0.00,1.5,-0.4,-14.0,-0.399,320,33,100.0
2779200,0.00,1.5,-0.2,-13.8,-0.199,320,33,100.0
2782800,0.00,1.0,-0.6,-14.2,-0.651,320,33,99.0
2786400,0.00,1.5,-0.5,-14.1,-0.499,320,33,100.0
2790000,0.00,2.0,-0.6,-14.2,-0.651,320,33,99.0
2793600,5.56,1.0,-0.4,-14.0,-0.399,320,33,100.0
2797200,63.89,1.5,0.5,-3.5,-0.180,320,33,88.0
2800800,130.56,2.0,1,-3.0,0.825,320,33,97.0
2804400,183.33,2.0,1.7,-2.3,1.580,320,33,98.0
2808000,172.22,1.5,2.5,-1.5,2.500,320,33,100.0
2811600,252.78,1.5,4.2,-13.9,4.200,320,33,100.0
2815200,202.78,2.0,4.8,-13.3,4.387,320,33,93.9
2818800,141.67,2.5,4.2,-15.8,3.729,320,33,92.9
2822400,44.44,1.5,3.8,-16.2,3.536,320,33,96.0
2826000,2.78,2.0,3.3,-16.7,3.107,320,33,97.0
2829600,0.00,1.5,3,-17.0,2.873,320,33,98.0
2833200,0.00,2.0,3.4,-16.6,3.206,320,33,97.0
2836800,0.00,2.0,3.2,-16.8,3.072,320,33,98.0
2840400,0.00,2.0,2.9,-17.1,2.774,320,33,98.0
2844000,0.00,2.0,2.6,-17.4,2.600,320,33,100.0
2847600,0.00,2.5,1.8,-18.2,1.801,320,33,100.0
2851200,0.00,2.5,1.3,-18.7,1.301,320,33,100.0
2854800,0.00,2.5,1.1,-18.9,0.983,320,34,98.0
2858400,0.00,3.0,1.2,-18.8,1.083,320,34,98.0
2862000,0.00,3.0,1.4,-18.6,1.401,320,34,100.0
2865600,0.00,2.5,1.4,-18.6,1.401,320,34,100.0
2869200,0.00,3.0,1,-19.0,1.001,320,34,100.0
2872800,0.00,3.0,0.9,-19.1,0.901,320,34,100.0
2876400,0.00,2.0,0.8,-19.2,0.801,320,34,100.0
2880000,5.56,2.5,0.2,-19.8,0.201,320,34,100.0
2883600,19.44,2.0,0.3,-3.7,0.301,320,34,100.0
2887200,38.89,2.0,0.5,-3.5,0.501,320,34,100.0
2890800,52.78,3.0,0.7,-3.3,0.701,320,34,100.0
2894400,55.56,2.5,1,-3.0,1.001,320,34,100.0
2898000,55.56,2.5,1.1,-2.9,1.101,320,34,100.0
2901600,52.78,2.0,1.2,-2.8,1.201,320,34,100.0
2905200,30.56,2.5,1.3,-2.7,1.301,320,34,100.0
2908800,13.89,2.0,1.2,-2.8,1.201,320,34,100.0
2912400,2.78,1.5,1.3,-2.7,1.301,320,34,100.0
2916000,0.00,2.0,1,-3.0,1.001,320,34,100.0
2919600,0.00,2.5,0.7,-3.3,0.701,320,34,100.0
2923200,0.00,2.0,0.5,-3.5,0.501,320,34,100.0
2926800,0.00,2.0,0.2,-3.8,0.201,320,34,100.0
2930400,0.00,2.5,0.2,-3.8,0.201,320,34,100.0
2934000,0.00,2.5,-0.2,-4.2,-0.199,320,34,100.0
2937600,0.00,2.5,-0.4,-4.4,-0.399,320,34,100.0
2941200,0.00,2.5,-0.6,-4.6,-0.599,320,35,100.0
2944800,0.00,2.0,-0.6,-4.6,-0.599,320,35,100.0
2948400,0.00,1.5,-0.8,-4.8,-0.850,320,35,99.1
2952000,0.00,2.0,-1.4,-8.6,-1.449,320,35,99.0
2955600,0.00,2.0,-1.5,-8.7,-1.549,320,35,99.0
2959200,0.00,2.0,-1.7,-8.9,-1.748,320,35,99.0
2962800,0.00,2.5,-2,-9.2,-2.095,320,35,98.1
2966400,5.56,2.0,-2.2,-9.4,-2.389,320,35,96.2
2970000,27.78,2.5,-2.3,-6.3,-2.488,320,35,96.2
2973600,55.56,2.5,-2.2,-6.2,-2.294,320,35,98.1
2977200,83.33,2.5,-1.8,-5.8,-1.993,320,35,96.2
2980800,91.67,2.5,-2.2,-6.2,-2.294,320,35,98.1
2984400,80.56,2.5,-1.8,-5.8,-1.799,320,35,100.0
2988000,69.44,2.0,-1.7,-5.7,-1.748,320,35,99.0
2991600,41.67,2.5,-1.5,-5.5,-1.549,320,35,99.0
2995200,22.22,2.0,-1.6,-5.6,-1.648,320,35,99.1
2998800,5.56,2.5,-1.8,-5.8,-1.896,320,35,98.1
3002400,0.00,2.5,-1.9,-5.9,-1.996,320,35,98.1
3006000,0.00,2.5,-2.1,-6.1,-2.195,320,35,98.1
3009600,0.00,2.5,-2.1,-6.1,-2.195,320,35,98.1
3013200,0.00,2.0,-2.5,-6.5,-2.593,320,35,98.1
3016800,0.00,2.5,-2.5,-6.5,-2.593,320,35,98.1
3020400,0.00,2.5,-2.6,-6.6,-2.738,320,35,97.1
3024000,0.00,3.0,-2.8,-6.8,-3.029,320,35,95.2
3027600,0.00,2.5,-2.7,-6.7,-2.838,320,36,97.1
3031200,0.00,3.0,-2.9,-6.9,-3.036,320,36,97.1
3034800,0.00,2.5,-2.9,-6.9,-3.036,320,36,97.1
3038400,0.00,2.5,-2.8,-6.8,-2.937,320,36,97.1
3042000,0.00,3.5,-2.2,-6.2,-2.389,320,36,96.2
3045600,0.00,3.0,-1.5,-5.5,-1.647,320,36,97.1
3049200,0.00,3.5,-0.8,-4.8,-0.799,320,36,100.0
3052800,2.78,3.5,-0.4,-4.4,-0.399,320,36,100.0
3056400,8.33,4.0,-0.2,-4.2,-0.304,320,36,98.1
